notebook1,file1,segment1_index_on_page,segment1_page_key,segment1_text,segment1_word_count,notebook2,file2,segment2_index_on_page,segment2_page_key,segment2_text,segment2_word_count,tfidf_similarity,cosine_similarity,euclidean_similarity,manhattan_similarity,jaccard_features,overlap_coefficient,shared_features,total_features_1,total_features_2,top_shared_features,vector1_norm,vector2_norm
14g,page_to_text.json,0,55,51 by xxxxxxx which in degrading or destroying different countries have carried down different materials.,15,14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,0.2028899915688162,0.0,0.4142135623730951,0.2028899915688162,0.0,0.0,0,5,3,origin; known; differ; rock; countri,1.0,1.0
14g,page_to_text.json,0,61,57 The alluvial or diluvial The alluvial or diluvial changes in our globe are connected rather with destruction than consolidation than consolidation .,23,14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,0.202323728691853,0.0,0.4142135623730951,0.202323728691853,0.0,0.0,0,10,1,phosphoru; alluvi; alluvi diluvi; diluvi; consolid,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,0,66,such as are now produced only in ages.,8,0.24025217458422754,0.0,0.4142135623730951,0.24025217458422754,0.0,0.0,0,1,5,phosphoru; produc onli age; produc onli; age; onli,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,0.2689535340256008,0.0,0.4142135623730951,0.2689535340256008,0.0,0.0,0,1,3,phosphoru; origin; known; rock,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,0,83,history or tradition - are not now known to exist.,9,0.23794406113612662,0.0,0.4142135623730951,0.23794406113612662,0.0,0.0,0,1,5,phosphoru; histori tradit; tradit; histori; known,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,2,88,- But on penetrating beneath the surface the character & arrangement of nature is,12,0.20252020501780055,0.0,0.4142135623730951,0.20252020501780055,0.0,0.0,0,1,9,phosphoru; penetr beneath surfac; penetr beneath; beneath surfac; penetr,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,1,89,- Sunday - 18 Sunday 18. Sunday 18. Mantua 19 24 Ala - 20 23 } vegetation Riva - 2 x 28 6 days more 6 days more 22,24,0.23424299105158927,0.0,0.4142135623730951,0.23424299105158927,0.0,0.0,0,1,6,phosphoru; sunday; sunday sunday; riva; day day,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,1,129,upon the retina &c occasion a sensation of vision but this is expressing nothing more than that the sensation,19,0.2042487137614701,0.0,0.4142135623730951,0.2042487137614701,0.0,0.0,0,1,9,phosphoru; sensat; occas sensat vision; occas sensat; vision thi,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,1,139,- Chemic : Our language represents only thoughts which belonging to,10,0.20242089934342097,0.0,0.4142135623730951,0.20242089934342097,0.0,0.0,0,1,9,phosphoru; repres; repres onli; repres onli thought; thought belong,1.0,1.0
14g,page_to_text.json,0,62,so if 67.15.70.3 1 67 / 10545 / 15.7 67 384 335 490 100 24.5 28.5 245 1425 11. 40 525 30325 297 / 1570 / 52 1485 285 850 594 53 2560 29.7. 1 5 7 157 2079 85 397 429 100 70.3 29.7 phosphorus 29 52.9,44,14g,page_to_text.json,1,147,- A life in which no faculties are employed: but those of eating & generating,13,0.23930686289362962,0.0,0.4142135623730951,0.23930686289362962,0.0,0.0,0,1,5,phosphoru; eat; employ; faculti; gener,1.0,0.9999999999999999
14g,page_to_text.json,0,66,such as are now produced only in ages.,8,14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,0.2049009184372632,0.0,0.4142135623730951,0.2049009184372632,0.0,0.0,0,5,3,origin; known; produc onli; produc onli age; rock,1.0,1.0
14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,14g,page_to_text.json,0,83,history or tradition - are not now known to exist.,9,0.24259805896392747,0.2442557994358983,0.4485459394625826,0.24259805896392747,0.14285714285714285,0.3333333333333333,1,3,5,known; origin; histori tradit; tradit; rock,1.0,1.0
14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,14g,page_to_text.json,1,89,- Sunday - 18 Sunday 18. Sunday 18. Mantua 19 24 Ala - 20 23 } vegetation Riva - 2 x 28 6 days more 6 days more 22,24,0.20051389539531717,0.0,0.4142135623730951,0.20051389539531717,0.0,0.0,0,3,6,sunday; origin; known; sunday sunday; rock,1.0,1.0
14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,14g,page_to_text.json,1,147,- A life in which no faculties are employed: but those of eating & generating,13,0.20421293228888843,0.0,0.4142135623730951,0.20421293228888843,0.0,0.0,0,3,5,origin; known; eat; employ; faculti,1.0,0.9999999999999999
14g,page_to_text.json,1,99,"The torrent roaring from the moun- tain Which ravages a hundred fields Conducted tranquil from its fountain Bloom freshness, verdure, plenty yields. H. D 56",25,14g,page_to_text.json,1,104,"Give it its attribute divine But still subdue control repress The torrent roaring from the mountain Which ravages a thousand hundred fields Conducted tranquil from its fountain xxxx Bloom, freshness verdure plenty yeilds",33,0.20259707735481078,0.7028956273965973,0.5647007696685031,0.20259707735481078,0.56,0.8,28,35,43,conduct; field conduct tranquil; bloom fresh; bloom fresh verdur; fountain bloom,0.9999999999999997,0.9999999999999996
